*0231*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0231;264591194;3;0;0;1#2;;
0231;264591196;3;0;0;1#2;;
0231;145182470;3;0;0;1#2;;
0231;145182679;3;0;0;1#2;;
0231;264591200;3;0;0;1#2;;
0231;264166468;3;0;0;1#2;;
0231;254456539;3;58;58;1#2;;
0231;145183065;3;8;8;1#2;;
0231;264591212;3;0;0;1#2;;
0231;264166492;3;0;0;1#2;;
0231;145183641;3;0;0;1#2;;
0231;145183670;3;56;56;1#2;;
0231;145183877;3;0;0;1#2;;
0231;264591222;3;0;0;1#2;;
0231;145184105;3;0;0;1#2;;
0231;145210871;3;33;33;1#2;;
0231;264591229;3;0;0;1#2;;
0231;145210884;3;0;0;1#2;;
0231;145210904;3;423;423;1#2;;
0231;264591236;3;0;0;1#2;;
0231;264591238;3;107;107;1#2;;
0231;264591240;3;0;0;1#2;;
0231;145211284;3;0;0;1#2;;
0231;264591248;3;0;0;1#2;;
0231;264591250;3;0;0;1#2;;
0231;264591253;3;0;0;1#2;;
0231;157789478;3;0;0;1#2;;
0231;264591255;3;0;0;1#2;;
0231;145211980;3;0;0;1#2;;
0231;264591259;3;0;0;1#2;;
0231;145212040;3;0;0;1#2;;
0231;264591261;3;0;0;1#2;;
0231;264591262;3;0;0;1#2;;
0231;264591264;3;0;0;1#2;;
0231;264591266;3;0;0;1#2;;
0231;264591268;3;0;0;1#2;;
0231;145212144;3;32;32;1#2;;
0231;264591270;3;0;0;1#2;;
0231;264591272;3;0;0;1#2;;
0231;264591284;3;0;0;1#2;;
0231;264591286;3;0;0;1#2;;
0231;264591288;3;0;0;1#2;;
0231;264591290;3;0;0;1#2;;
0231;264166574;3;138;138;1#2;;
0231;264166581;3;0;0;1#2;;
0231;264166607;3;129;129;1#2;;
0231;264166612;3;97;97;1#2;;
0231;264591296;3;0;0;1#2;;
0231;264591298;3;0;0;1#2;;
0231;264591308;3;0;0;1#2;;
