*0121*2011 VEGNETT*20110511*FART*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
50;

Komm; TransID;kode;Fra;   Til;felt; Fart;
0121;145098749;1;0;375;1#2;50;
0121;145110725;1;0;525;1#2;50;
0121;145110726;1;0;347;1#2;50;
0121;145110727;1;0;1141;1#2;50;
0121;145110728;1;0;51;1#2;50;
0121;145110729;1;0;49;1#2;50;
0121;145110730;1;0;564;1#2;50;
0121;145110731;1;0;663;1#2;50;
0121;145110732;1;0;420;1#2;50;
0121;145110733;1;0;67;1#2;50;
0121;145110734;1;0;231;1#2;50;
0121;145110735;1;0;97;1#2;50;
0121;145110736;1;0;75;1#2;50;
0121;145110737;1;0;171;1#2;50;
0121;145110738;1;0;46;1#2;50;
0121;145110739;1;0;77;1#2;50;
0121;145110740;1;0;65;1#2;50;
0121;145110741;1;0;92;1#2;50;
0121;145110742;1;0;139;1#2;50;
0121;145110743;1;0;43;1#2;50;
0121;145110744;1;0;138;1#2;50;
0121;145110745;1;0;21;1#2;50;
0121;145110746;1;0;114;1#2;50;
0121;145110747;1;0;376;1#2;50;
0121;145110748;1;0;212;1#2;50;
0121;145110749;1;0;6;1#2;50;
0121;145110750;1;0;68;1#2;50;
0121;145110751;1;0;72;1#2;50;
0121;145110752;1;0;197;1#2;50;
0121;145110753;1;0;102;1#2;50;
0121;145110754;1;0;6;1#2;50;
0121;145110755;1;0;218;1#2;50;
0121;145110756;1;0;29;1#2;50;
0121;145110757;1;0;41;1#2;50;
0121;145110758;1;0;147;1#2;50;
0121;145110759;1;0;108;1#2;50;
0121;145110760;1;0;55;1#2;50;
0121;159594281;1;0;9;1#2;50;
0121;159594282;1;0;76;1#2;50;
0121;145110762;1;0;60;1#2;50;
0121;145110763;1;0;29;1#2;50;
0121;145110764;1;0;121;1#2;50;
0121;145110765;1;0;81;1#2;50;
0121;145110766;1;0;111;1#2;50;
0121;145110767;1;0;58;1#2;50;
0121;145128851;1;0;63;1#2;30;
0121;145128852;1;0;52;1#2;30;
0121;145128853;1;0;48;1#2;30;
0121;145128854;1;0;63;1#2;30;
0121;145128855;1;0;5;1#2;30;
0121;145128856;1;0;15;1#2;30;
0121;145128857;1;0;22;1#2;30;
0121;145128858;1;0;17;1#2;30;
0121;145128859;1;0;18;1#2;30;
0121;145128860;1;0;10;1#2;30;
0121;145128861;1;0;362;1#2;30;
0121;145128862;1;0;163;1#2;30;
0121;145128863;1;0;39;1#2;30;
0121;145128864;1;0;29;1#2;30;
0121;145128865;1;0;180;1#2;30;
0121;145128866;1;0;166;1#2;30;
0121;145128867;1;0;272;1#2;30;
0121;145128868;1;0;464;1#2;30;
0121;145128869;1;0;19;1#2;30;
0121;145128870;1;0;223;1#2;30;
0121;145128871;1;0;101;1#2;30;
0121;145128872;1;0;223;1#2;30;
0121;145128873;1;0;210;1#2;30;
0121;145128874;1;0;113;1#2;30;
0121;145128875;1;0;332;1#2;30;
0121;145128876;1;0;66;1#2;30;
0121;145128877;1;0;110;1#2;30;
0121;145128878;1;0;171;1#2;30;
0121;145128879;1;0;268;1#2;30;
0121;145128880;1;0;65;1#2;30;
0121;145128881;1;0;40;1#2;30;
0121;145128882;1;0;503;1#2;30;
0121;145128883;1;0;97;1#2;30;
0121;145128884;1;0;86;1#2;30;
0121;145128885;1;0;596;1#2;30;
0121;145128886;1;0;126;1#2;30;
0121;145128887;1;0;68;1#2;30;
0121;145128888;1;0;78;1#2;30;
0121;145128889;1;0;10;1#2;30;
0121;145128890;1;0;133;1#2;30;
0121;145128891;1;0;169;1#2;30;
0121;145128892;1;0;321;1#2;30;
0121;145128893;1;0;68;1#2;30;
0121;145128894;1;0;119;1#2;30;
0121;145128895;1;0;30;1#2;30;
0121;145128896;1;0;100;1#2;30;
0121;145128897;1;0;13;1#2;30;
0121;145128898;1;0;45;1#2;30;
0121;145128899;1;0;145;1#2;30;
0121;145128900;1;0;140;1#2;30;
0121;145128901;1;0;129;1#2;30;
0121;145128902;1;0;6;1#2;30;
0121;145128903;1;0;43;1#2;30;
0121;145128904;1;0;102;1#2;30;
0121;145128905;1;0;172;1#2;30;
0121;145128906;1;0;39;1#2;30;
0121;145128907;1;0;59;1#2;30;
0121;145128908;1;0;357;1#2;30;
0121;145128909;1;0;41;1#2;30;
0121;145128910;1;0;155;1#2;30;
0121;145128911;1;0;144;1#2;30;
0121;145128912;1;0;111;1#2;30;
0121;145128913;1;0;52;1#2;30;
0121;145128914;1;0;233;1#2;30;
0121;145128915;1;0;47;1#2;30;
0121;145128916;1;0;31;1#2;30;
0121;145128917;1;0;40;1#2;30;
0121;145128918;1;0;63;1#2;30;
0121;145128919;1;0;25;1#2;30;
0121;145128920;1;0;75;1#2;30;
0121;145128921;1;0;46;1#2;30;
0121;145128922;1;0;14;1#2;30;
0121;145128923;1;0;43;1#2;30;
0121;145128924;1;0;57;1#2;30;
0121;145128925;1;0;56;1#2;30;
0121;145128926;1;0;151;1#2;30;
0121;145128927;1;0;28;1#2;30;
0121;145128928;1;0;189;1#2;30;
0121;145128929;1;0;16;1#2;30;
0121;145128930;1;0;12;1#2;30;
0121;145128931;1;0;82;1#2;30;
0121;145128932;1;0;395;1#2;30;
0121;145128933;1;0;61;1#2;30;
0121;145128934;1;0;33;1#2;30;
0121;145128935;1;0;140;1#2;30;
0121;145128936;1;0;38;1#2;30;
0121;145128937;1;0;35;1#2;30;
0121;145128938;1;0;56;1#2;30;
0121;145128939;1;0;36;1#2;30;
0121;145128940;1;0;70;1#2;30;
0121;145128941;1;0;28;1#2;30;
0121;145128942;1;0;85;1#2;30;
0121;145128943;1;0;12;1#2;30;
0121;145128944;1;0;54;1#2;30;
0121;145128945;1;0;45;1#2;30;
0121;145128946;1;0;112;1#2;30;
0121;145128947;1;0;22;1#2;30;
0121;145128948;1;0;105;1#2;30;
0121;145128949;1;0;125;1#2;30;
0121;145128950;1;0;53;1#2;30;
0121;145128951;1;0;62;1#2;30;
0121;145128952;1;0;55;1#2;30;
0121;145128953;1;0;65;1#2;30;
0121;145128954;1;0;46;1#2;30;
0121;145128955;1;0;36;1#2;30;
0121;145128956;1;0;118;1#2;30;
0121;145128957;1;0;115;1#2;30;
0121;145128958;1;0;51;1#2;30;
0121;145128959;1;0;20;1#2;30;
0121;145128960;1;0;81;1#2;30;
0121;145128961;1;0;98;1#2;30;
0121;145128962;1;0;64;1#2;30;
0121;145128963;1;0;39;1#2;30;
0121;145128964;1;0;46;1#2;30;
0121;145128965;1;0;127;1#2;30;
0121;145128966;1;0;64;1#2;30;
0121;145128967;1;0;58;1#2;30;
0121;145128968;1;0;57;1#2;30;
0121;145128969;1;0;59;1#2;30;
0121;145128970;1;0;19;1#2;30;
0121;145128971;1;0;35;1#2;30;
0121;145128972;1;0;31;1#2;30;
0121;145128973;1;0;19;1#2;30;
0121;145128974;1;0;12;1#2;30;
0121;145128975;1;0;108;1#2;30;
0121;145128976;1;0;90;1#2;30;
0121;145128977;1;0;37;1#2;30;
0121;145128978;1;0;31;1#2;30;
0121;145128979;1;0;54;1#2;30;
0121;145128980;1;0;112;1#2;30;
0121;145128981;1;0;28;1#2;30;
0121;145128982;1;0;143;1#2;30;
0121;145128983;1;0;42;1#2;30;
0121;145128984;1;0;66;1#2;30;
0121;145128985;1;0;34;1#2;30;
0121;145128986;1;0;56;1#2;30;
0121;145128987;1;0;95;1#2;30;
0121;145128988;1;0;112;1#2;30;
0121;145128989;1;0;113;1#2;30;
0121;145128990;1;0;78;1#2;30;
0121;145128991;1;0;101;1#2;30;
0121;145128992;1;0;87;1#2;30;
0121;145128993;1;0;26;1#2;30;
0121;145128994;1;0;42;1#2;30;
0121;145128995;1;0;46;1#2;30;
0121;145128996;1;0;92;1#2;30;
0121;145128997;1;0;71;1#2;30;
0121;145128998;1;0;85;1#2;30;
0121;145128999;1;0;24;1#2;30;
0121;145129000;1;0;30;1#2;30;
0121;145129001;1;0;36;1#2;30;
0121;145129002;1;0;12;1#2;30;
0121;145129003;1;0;87;1#2;30;
