*0502*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0502;145420419;3;36;36;1#2;;
0502;145420455;3;0;0;1#2;;
0502;145420596;3;0;0;1#2;;
0502;145420626;3;72;72;1#2;;
0502;145420996;3;264;264;1#2;;
0502;145421005;3;0;0;1#2;;
0502;145421047;3;244;244;1#2;;
0502;145421068;3;0;0;1#2;;
0502;145421077;3;96;96;1#2;;
0502;145421140;3;45;45;1#2;;
0502;145421194;3;93;93;1#2;;
0502;145421202;3;30;30;1#2;;
0502;145421252;3;23;23;1#2;;
0502;145421257;3;64;64;1#2;;
0502;145421317;3;0;0;1#2;;
0502;145421358;3;173;173;1#2;;
0502;145421423;3;144;144;1#2;;
0502;145421592;3;250;250;1#2;;
0502;145421641;3;13;13;1#2;;
0502;145421642;3;50;50;1#2;;
0502;145421751;3;175;175;1#2;;
0502;145421978;3;183;183;1#2;;
0502;145421983;3;63;63;1#2;;
0502;145435030;3;0;0;1#2;;
0502;145435040;3;35;35;1#2;;
0502;145435065;3;0;0;1#2;;
0502;145435091;3;0;0;1#2;;
0502;145435138;3;221;221;1#2;;
0502;145435157;3;21;21;1#2;;
0502;145435584;3;17;17;1#2;;
0502;145435585;3;0;0;1#2;;
0502;145435624;3;0;0;1#2;;
0502;145435652;3;20;20;1#2;;
0502;145435698;3;0;0;1#2;;
0502;145435703;3;0;0;1#2;;
0502;145435704;3;0;0;1#2;;
0502;145435785;3;0;0;1#2;;
0502;145435816;3;26;26;1#2;;
0502;145437703;3;0;0;1#2;;
0502;145486209;3;0;0;1#2;;
0502;145486245;3;0;0;1#2;;
0502;145486255;3;636;636;1#2;;
0502;145486257;3;92;92;1#2;;
0502;145486260;3;1058;1058;1#2;;
0502;145486273;3;0;0;1#2;;
0502;145486304;3;0;0;1#2;;
0502;145486329;3;160;160;1#2;;
0502;145486342;3;0;0;1#2;;
0502;145486349;3;101;101;1#2;;
0502;145486355;3;142;142;1#2;;
0502;145486370;3;106;106;1#2;;
0502;145486394;3;0;0;1#2;;
0502;145486401;3;203;203;1#2;;
0502;145486410;3;0;0;1#2;;
0502;145486413;3;0;0;1#2;;
0502;145486426;3;150;150;1#2;;
0502;145486441;3;0;0;1#2;;
0502;145486450;3;45;45;1#2;;
0502;145486460;3;0;0;1#2;;
0502;145486494;3;0;0;1#2;;
0502;145486501;3;95;95;1#2;;
0502;145486511;3;0;0;1#2;;
0502;145486515;3;857;857;1#2;;
0502;145486527;3;71;71;1#2;;
0502;145486539;3;0;0;1#2;;
0502;239122186;3;0;0;1#2;;
0502;145486548;3;101;101;1#2;;
0502;145486565;3;0;0;1#2;;
0502;197543325;3;0;0;1#2;;
0502;145486580;3;0;0;1#2;;
0502;145486584;3;1705;1705;1#2;;
0502;145486599;3;260;260;1#2;;
0502;145486601;3;0;0;1#2;;
0502;145486603;3;0;0;1#2;;
0502;145486606;3;0;0;1#2;;
0502;145486612;3;0;0;1#2;;
0502;145486620;3;70;70;1#2;;
0502;145486634;3;52;52;1#2;;
0502;145486639;3;1327;1327;1#2;;
0502;145486646;3;1605;1605;1#2;;
0502;145486649;3;0;0;1#2;;
0502;145486656;3;68;68;1#2;;
0502;145486659;3;0;0;1#2;;
0502;145486661;3;0;0;1#2;;
0502;145486662;3;1737;1737;1#2;;
0502;145486664;3;212;212;1#2;;
0502;145486686;3;113;113;1#2;;
0502;145486697;3;37;37;1#2;;
0502;145486719;3;0;0;1#2;;
0502;145486725;3;197;197;1#2;;
0502;145486736;3;0;0;1#2;;
0502;145486742;3;112;112;1#2;;
0502;145486751;3;328;328;1#2;;
0502;145486759;3;0;0;1#2;;
0502;145486772;3;0;0;1#2;;
0502;145486784;3;0;0;1#2;;
0502;145486785;3;163;163;1#2;;
0502;145486791;3;0;0;1#2;;
0502;145486793;3;0;0;1#2;;
0502;145486800;3;0;0;1#2;;
0502;145486810;3;108;108;1#2;;
0502;145486819;3;0;0;1#2;;
0502;145486834;3;22;22;1#2;;
0502;145486861;3;15;15;1#2;;
0502;145486866;3;27;27;1#2;;
0502;145486877;3;0;0;1#2;;
0502;145486881;3;899;899;1#2;;
0502;145486891;3;98;98;1#2;;
0502;145486907;3;0;0;1#2;;
0502;145486928;3;0;0;1#2;;
0502;145487016;3;0;0;1#2;;
0502;145487082;3;0;0;1#2;;
0502;145506032;3;19;19;1#2;;
0502;145506035;3;0;0;1#2;;
0502;145506038;3;17;17;1#2;;
