FEIL: 6677248.550   308118.980       Felt 1, mangler restriksjon
FEIL: 6677247.430   308127.610       Felt 1#1V1, mangler restriksjon
FEIL: 6677248.550   308118.980       Felt 2, mangler restriksjon
FEIL: 6677252.750   308126.480       Felt 2, mangler restriksjon
FEIL: 6677263.110   308227.460       Felt 2, mangler restriksjon
FEIL: 6677272.390   308292.460       Felt 2#2V1, mangler restriksjon
FEIL: 6677263.110   308227.460       Felt 1, mangler restriksjon
FEIL: 6677264.760   308292.870       Felt 1, mangler restriksjon
FEIL: 6677274.760   308370.480       Felt 2, mangler restriksjon
FEIL: 6677274.760   308370.480       Felt 1, mangler restriksjon
