*0540*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0540;145430571;3;234;234;1#2;;
0540;145430574;3;0;0;1#2;;
0540;145430715;3;132;132;1#2;;
0540;145473453;3;12;12;1#2;;
0540;145473456;3;115;115;1#2;;
0540;145473457;3;0;0;1#2;;
0540;145473458;3;180;180;1#2;;
0540;145473459;3;0;0;1#2;;
0540;145473483;3;0;0;1#2;;
0540;145493683;3;45;45;1#2;;
0540;145493687;3;0;0;1#2;;
0540;145493769;3;0;0;1#2;;
0540;145493780;3;0;0;1#2;;
0540;145493786;3;629;629;1#2;;
0540;145493789;3;75;75;1#2;;
0540;145493808;3;0;0;1#2;;
0540;145493833;3;2139;2139;1#2;;
0540;145493844;3;22;22;1#2;;
0540;145493877;3;446;446;1#2;;
0540;145493882;3;0;0;1#2;;
0540;145493884;3;0;0;1#2;;
0540;145493904;3;101;101;1#2;;
0540;145493906;3;223;223;1#2;;
0540;145493907;3;524;524;1#2;;
0540;145493964;3;172;172;1#2;;
0540;145493970;3;0;0;1#2;;
0540;145494003;3;0;0;1#2;;
0540;145494031;3;0;0;1#2;;
0540;145494044;3;97;97;1#2;;
0540;145494122;3;0;0;1#2;;
0540;145494140;3;0;0;1#2;;
0540;145494150;3;0;0;1#2;;
0540;145494152;3;688;688;1#2;;
0540;145494156;3;0;0;1#2;;
0540;145494170;3;84;84;1#2;;
0540;145494182;3;37;37;1#2;;
0540;145494234;3;36;36;1#2;;
0540;145494243;3;0;0;1#2;;
0540;145494246;3;23;23;1#2;;
0540;145494251;3;0;0;1#2;;
0540;145494257;3;0;0;1#2;;
0540;145494286;3;38;38;1#2;;
0540;145494298;3;44;44;1#2;;
0540;145494322;3;0;0;1#2;;
0540;145494324;3;0;0;1#2;;
0540;145494328;3;27;27;1#2;;
0540;145494364;3;0;0;1#2;;
0540;145494368;3;0;0;1#2;;
0540;145494384;3;0;0;1#2;;
0540;145494391;3;0;0;1#2;;
0540;145494402;3;32;32;1#2;;
0540;145494420;3;0;0;1#2;;
0540;145494433;3;40;40;1#2;;
0540;145494436;3;74;74;1#2;;
0540;145494443;3;0;0;1#2;;
0540;145494448;3;0;0;1#2;;
0540;145494464;3;0;0;1#2;;
0540;145494466;3;0;0;1#2;;
0540;145494480;3;0;0;1#2;;
0540;145494483;3;0;0;1#2;;
0540;145494488;3;0;0;1#2;;
0540;145494528;3;20;20;1#2;;
0540;145494534;3;0;0;1#2;;
0540;145494553;3;0;0;1#2;;
0540;145494556;3;0;0;1#2;;
0540;145494565;3;0;0;1#2;;
0540;145494569;3;0;0;1#2;;
0540;145494575;3;0;0;1#2;;
0540;145494579;3;222;222;1#2;;
0540;145494583;3;0;0;1#2;;
0540;145494592;3;37;37;1#2;;
0540;145494600;3;0;0;1#2;;
0540;145494602;3;26;26;1#2;;
0540;145494611;3;70;70;1#2;;
0540;145494622;3;0;0;1#2;;
0540;145494627;3;0;0;1#2;;
0540;145494668;3;0;0;1#2;;
0540;145494688;3;57;57;1#2;;
0540;145494699;3;0;0;1#2;;
0540;145494716;3;0;0;1#2;;
0540;145494844;3;108;108;1#2;;
0540;145494860;3;40;40;1#2;;
0540;161589123;3;50;50;1#2;;
