*0104*2011 VEGNETT*20110511*FART*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
50;

Komm; TransID;kode;Fra;   Til;felt; Fart;
0104;145098736;1;0;70;1#2;30;
0104;145100463;1;0;48;1#2;50;
0104;145100464;1;0;11;1#2;50;
0104;145100465;1;0;134;1#2;50;
0104;145100466;1;0;37;1#2;50;
0104;145100467;1;0;66;1#2;50;
0104;145100468;1;0;37;1#2;50;
0104;145100469;1;0;25;1#2;50;
0104;145100470;1;0;215;1#2;50;
0104;145100471;1;0;6;1#2;50;
0104;145100472;1;0;19;1#2;50;
0104;145100473;1;0;130;1#2;50;
0104;145100474;1;0;81;1#2;50;
0104;145100475;1;0;56;1#2;50;
0104;145100476;1;0;115;1#2;50;
0104;145100477;1;0;67;1#2;50;
0104;145100478;1;0;15;1#2;50;
0104;145100479;1;0;70;1#2;50;
0104;145100480;1;0;176;1#2;50;
0104;145100481;1;0;82;1#2;50;
0104;145100482;1;0;57;1#2;50;
0104;145100483;1;0;75;1#2;50;
0104;145100484;1;0;246;1#2;50;
0104;145100485;1;0;67;1#2;50;
0104;145100486;1;0;162;1#2;50;
0104;145100487;1;0;135;1#2;50;
0104;234360045;1;0;35;1#2;50;
0104;234360046;1;0;4;1#2;50;
0104;145100489;1;0;55;1#2;50;
0104;145100490;1;0;98;1#2;50;
0104;145100491;1;0;84;1#2;50;
0104;145100492;1;0;47;1#2;50;
0104;145100493;1;0;39;1#2;50;
0104;145100494;1;0;38;1#2;50;
0104;145100495;1;0;91;1#2;50;
0104;145100496;1;0;80;1#2;50;
0104;145100497;1;0;111;1#2;50;
0104;145100498;1;0;8;1#2;50;
0104;145100499;1;0;108;1#2;50;
0104;145100500;1;0;81;1#2;50;
0104;234360047;1;0;61;1#2;50;
0104;234360048;1;0;19;1#2;50;
0104;145100502;1;0;226;1#2;50;
0104;145100503;1;0;28;1#2;50;
0104;145100504;1;0;134;1#2;50;
0104;145100505;1;0;145;1#2;50;
0104;145100506;1;0;46;1#2;50;
0104;145100507;1;0;90;1#2;50;
0104;145100508;1;0;87;1#2;50;
0104;145100509;1;0;37;1#2;50;
0104;145100510;1;0;76;1#2;50;
0104;145100511;1;0;132;1#2;50;
0104;145100512;1;0;77;1#2;50;
0104;145100513;1;0;171;1#2;50;
0104;145100514;1;0;60;1#2;50;
0104;145100515;1;0;136;1#2;50;
0104;145100516;1;0;135;1#2;50;
0104;145100517;1;0;71;1#2;50;
0104;145100518;1;0;53;1#2;50;
0104;145100519;1;0;20;1#2;50;
0104;145100520;1;0;66;1#2;50;
0104;145100521;1;0;115;1#2;50;
0104;145100522;1;0;26;1#2;50;
0104;145100523;1;0;103;1#2;50;
0104;145100524;1;0;27;1#2;50;
0104;145100525;1;0;28;1#2;50;
0104;145100526;1;0;38;1#2;50;
0104;145100527;1;0;97;1#2;50;
0104;145100528;1;0;90;1#2;50;
0104;145100529;1;0;29;1#2;50;
0104;145100530;1;0;35;1#2;50;
0104;145100531;1;0;53;1#2;50;
0104;145100532;1;0;94;1#2;50;
0104;145100533;1;0;57;1#2;50;
0104;145100534;1;0;153;1#2;50;
0104;145100535;1;0;163;1#2;50;
0104;145100537;1;0;92;1#2;50;
0104;145100538;1;0;127;1#2;50;
0104;145100539;1;0;92;1#2;50;
0104;145100540;1;0;51;1#2;50;
0104;145100541;1;0;276;1#2;50;
