*0104*2011 VEGNETT*20110511*SVING*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;TransID
0104;145100761;3;145147628
0104;145100761;3;145147629
0104;145155301;4;145155880
0104;234360080;4;145147623
0104;234360080;4;145147624
0104;145155310;4;145155027
0104;145155334;4;145155904
0104;145101753;3;145147631
0104;145101753;3;145147632
0104;145157056;3;145154453
0104;145155904;3;145155335
0104;145154448;4;145100929
