FEIL: 6594810.900   243713.600       Felt 1#2, har restriksjon
FEIL: 6595036.800   243775.900       Felt 1#2, har restriksjon
FEIL: 6595094.600   243812.000       Felt 1#2, har restriksjon
FEIL: 6595036.800   243775.900       Felt 1#2, har restriksjon
FEIL: 6595099.200   243915.200       Felt 1#2, har restriksjon
FEIL: 6594995.300   243826.300       Felt 1#2, har restriksjon
FEIL: 6596629.600   244392.600       Felt 1#2, har restriksjon
FEIL: 6595142.300   243869.300       Felt 1#2, har restriksjon
FEIL: 6595043.600   243760.200       Felt 1#2, har restriksjon
FEIL: 6593773.400   242926.100       Felt 1#2, har restriksjon
