*0426*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0426;145322730;3;28;28;1#2;;
0426;145322737;3;0;0;1#2;;
0426;237418432;3;66;66;1#2;;
0426;237418448;3;0;0;1#2;;
0426;237418450;3;10;10;1#2;;
0426;145322922;3;0;0;1#2;;
0426;145355308;3;0;0;1#2;;
0426;145355321;3;0;0;1#2;;
0426;145355323;3;0;0;1#2;;
0426;145355326;3;0;0;1#2;;
0426;145355327;3;0;0;1#2;;
0426;145355428;3;110;110;1#2;;
0426;237418646;3;7;7;1#2;;
0426;145382888;3;43;43;1#2;;
0426;145382903;3;19;19;1#2;;
0426;145382926;3;60;60;1#2;;
0426;145382944;3;107;107;1#2;;
0426;237409092;3;0;0;1#2;;
0426;145382962;3;96;96;1#2;;
0426;145382977;3;0;0;1#2;;
0426;145382978;3;187;187;1#2;;
0426;145382982;3;0;0;1#2;;
0426;145382984;3;0;0;1#2;;
0426;145382991;3;88;88;1#2;;
0426;237351958;3;0;0;1#2;;
0426;145383004;3;0;0;1#2;;
0426;145383007;3;0;0;1#2;;
0426;145383016;3;81;81;1#2;;
0426;145383022;3;82;82;1#2;;
0426;237409096;3;80;80;1#2;;
0426;237409105;3;0;0;1#2;;
0426;145383084;3;0;0;1#2;;
0426;145383099;3;70;70;1#2;;
0426;145383113;3;0;0;1#2;;
0426;145383123;3;0;0;1#2;;
0426;145383139;3;0;0;1#2;;
0426;237409123;3;96;96;1#2;;
0426;237409125;3;503;503;1#2;;
0426;145383155;3;76;76;1#2;;
0426;145383162;3;0;0;1#2;;
0426;145383166;3;586;586;1#2;;
0426;145383173;3;3904;3904;1#2;;
0426;145383202;3;69;69;1#2;;
0426;145383215;3;5788;5788;1#2;;
0426;145383216;3;297;297;1#2;;
0426;237418719;3;29;29;1#2;;
0426;145383234;3;0;0;1#2;;
0426;145383236;3;200;200;1#2;;
0426;145383240;3;0;0;1#2;;
0426;145383254;3;0;0;1#2;;
0426;145383262;3;26;26;1#2;;
0426;145383273;3;0;0;1#2;;
0426;145383281;3;0;0;1#2;;
0426;145383288;3;0;0;1#2;;
0426;145383299;3;0;0;1#2;;
0426;145383325;3;0;0;1#2;;
0426;145383328;3;0;0;1#2;;
0426;145383333;3;79;79;1#2;;
0426;145383358;3;0;0;1#2;;
0426;145383359;3;35;35;1#2;;
0426;145383363;3;53;53;1#2;;
0426;145383373;3;24;24;1#2;;
0426;145383386;3;93;93;1#2;;
0426;145383390;3;0;0;1#2;;
0426;145383405;3;74;74;1#2;;
0426;145383422;3;63;63;1#2;;
0426;145383426;3;44;44;1#2;;
0426;145383430;3;838;838;1#2;;
0426;145383433;3;91;91;1#2;;
0426;145383440;3;76;76;1#2;;
0426;145383454;3;0;0;1#2;;
0426;145383469;3;0;0;1#2;;
0426;145383499;3;53;53;1#2;;
0426;145383504;3;754;754;1#2;;
0426;237409148;3;1180;1180;1#2;;
0426;145383560;3;87;87;1#2;;
0426;145383562;3;1201;1201;1#2;;
0426;145383581;3;121;121;1#2;;
0426;145383599;3;67;67;1#2;;
0426;237352110;3;356;356;1#2;;
0426;237352781;3;56;56;1#2;;
0426;237409294;3;90;90;1#2;;
