*0101*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0101;145099070;3;248;248;1#2;;
0101;240596650;3;106;106;1#2;;
0101;145099431;3;145;145;1#2;;
0101;145099590;3;78;78;1#2;;
0101;145099642;3;0;0;1#2;;
0101;240596689;3;127;127;1#2;;
0101;145099855;3;0;0;1#2;;
0101;145099876;3;203;203;1#2;;
0101;212326347;3;105;105;1#2;;
0101;212331200;3;0;0;1#2;;
0101;212326348;3;47;47;1#2;;
0101;145100193;3;0;0;1#2;;
0101;145100253;3;0;0;1#2;;
0101;145115338;3;11;11;1#2;;
0101;240596772;3;42;42;1#2;;
0101;145115662;3;0;0;1#2;;
0101;145115667;3;0;0;1#2;;
0101;145115713;3;0;0;1#2;;
0101;145115716;3;44;44;1#2;;
0101;145115721;3;0;0;1#2;;
0101;145115759;3;11;11;1#2;;
0101;240597194;3;0;0;1#2;;
0101;145115999;3;515;515;1#2;;
0101;145140463;3;0;0;1#2;;
0101;145140465;3;63;63;1#2;;
0101;145140473;3;0;0;1#2;;
0101;145140478;3;0;0;1#2;;
0101;145140481;3;89;89;1#2;;
0101;145140483;3;36;36;1#2;;
0101;145140488;3;119;119;1#2;;
0101;145140500;3;292;292;1#2;;
0101;145140503;3;0;0;1#2;;
0101;145140510;3;0;0;1#2;;
0101;145140513;3;0;0;1#2;;
0101;145140516;3;116;116;1#2;;
0101;145140519;3;0;0;1#2;;
0101;145140526;3;0;0;1#2;;
0101;145140534;3;2761;2761;1#2;;
0101;145140545;3;128;128;1#2;;
0101;145140548;3;0;0;1#2;;
0101;145140551;3;0;0;1#2;;
0101;145140555;3;48;48;1#2;;
0101;145140561;3;45;45;1#2;;
0101;145140566;3;0;0;1#2;;
0101;145140586;3;0;0;1#2;;
0101;145140587;3;0;0;1#2;;
0101;145140592;3;361;361;1#2;;
0101;145140597;3;0;0;1#2;;
0101;145140651;3;0;0;1#2;;
0101;145140656;3;0;0;1#2;;
0101;145140658;3;0;0;1#2;;
0101;145140661;3;95;95;1#2;;
0101;145140666;3;2863;2863;1#2;;
0101;145140667;3;101;101;1#2;;
0101;145140679;3;0;0;1#2;;
0101;145140727;3;820;820;1#2;;
0101;145140730;3;0;0;1#2;;
0101;145140731;3;67;67;1#2;;
0101;145140744;3;90;90;1#2;;
0101;145140746;3;107;107;1#2;;
0101;145140751;3;48;48;1#2;;
0101;145140761;3;158;158;1#2;;
0101;145140778;3;0;0;1#2;;
0101;145140795;3;17;17;1#2;;
0101;145140804;3;0;0;1#2;;
0101;145140824;3;0;0;1#2;;
0101;145140832;3;0;0;1#2;;
0101;145140843;3;134;134;1#2;;
0101;145140870;3;0;0;1#2;;
0101;145140890;3;215;215;1#2;;
0101;145140898;3;0;0;1#2;;
0101;145140904;3;0;0;1#2;;
0101;145140905;3;972;972;1#2;;
0101;145140913;3;40;40;1#2;;
0101;145140921;3;0;0;1#2;;
0101;145140926;3;0;0;1#2;;
0101;145140949;3;96;96;1#2;;
0101;145140964;3;0;0;1#2;;
0101;145140968;3;51;51;1#2;;
0101;145140971;3;0;0;1#2;;
0101;145140973;3;571;571;1#2;;
0101;145140985;3;0;0;1#2;;
0101;212326350;3;0;0;1#2;;
0101;228680233;3;0;0;2;;
0101;228680238;3;0;0;1;;
0101;240596935;3;7;7;1#2;;
