*0229*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0229;145181269;3;0;0;1#2;;
0229;145181389;3;0;0;1#2;;
0229;145181432;3;0;0;1#2;;
0229;145181529;3;308;308;1#2;;
0229;145208892;3;85;85;1#2;;
0229;145208911;3;80;80;1#2;;
0229;145208955;3;0;0;1#2;;
0229;145208959;3;0;0;1#2;;
0229;145208963;3;23;23;1#2;;
0229;145209067;3;0;0;1#2;;
0229;145209074;3;58;58;1#2;;
0229;145209161;3;0;0;1#2;;
0229;145209219;3;0;0;1#2;;
0229;145209307;3;32;32;1#2;;
0229;145209374;3;112;112;1#2;;
0229;145209675;3;0;0;1#2;;
0229;145209675;3;345;345;1#2;;
0229;145229936;3;36;36;1#2;;
0229;145229941;3;0;0;1#2;;
0229;145229953;3;26;26;1#2;;
0229;145229957;3;0;0;1#2;;
0229;145229978;3;289;289;1#2;;
0229;145230003;3;414;414;1#2;;
0229;145230026;3;105;105;1#2;;
0229;145230035;3;134;134;1#2;;
0229;145230043;3;404;404;1#2;;
0229;145230066;3;0;0;1#2;;
0229;145230071;3;0;0;1#2;;
0229;145230079;3;0;0;1#2;;
0229;145230095;3;599;599;1#2;;
0229;145230103;3;315;315;1#2;;
0229;145230107;3;0;0;1#2;;
0229;145230110;3;0;0;1#2;;
0229;145230119;3;0;0;1#2;;
0229;145230122;3;0;0;1#2;;
0229;145230133;3;112;112;1#2;;
0229;145230136;3;433;433;1#2;;
0229;145230143;3;6;6;1#2;;
0229;145230146;3;115;115;1#2;;
0229;145230155;3;15;15;1#2;;
0229;145230176;3;650;650;1#2;;
0229;145230190;3;28;28;1#2;;
0229;145230208;3;0;0;1#2;;
0229;145230227;3;400;400;1#2;;
0229;145230256;3;0;0;1#2;;
