*0106*2011 VEGNETT*20110511*FART*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
50;

Komm; TransID;kode;Fra;   Til;felt; Fart;
0106;145098740;1;0;122;1#2;30;
0106;145098741;1;0;34;1#2;30;
0106;256163750;1;0;784;1#2;30;
0106;145098744;1;0;61;1#2;30;
0106;145105615;1;0;39;1#2;50;
0106;145105616;1;0;24;1#2;50;
0106;145105617;1;0;125;1#2;30;
0106;145105618;1;0;2;1#2;30;
0106;145105619;1;0;70;1#2;30;
0106;145105620;1;0;117;1#2;30;
0106;145105621;1;0;707;1#2;30;
0106;145105622;1;0;48;1#2;50;
0106;145105623;1;0;153;1#2;50;
0106;145105624;1;0;37;1#2;50;
0106;145105625;1;0;40;1#2;50;
0106;145105627;1;0;300;1#2;50;
0106;145105628;1;0;312;1#2;50;
0106;145105629;1;0;295;1#2;50;
0106;145105630;1;0;78;1#2;30;
0106;145105631;1;0;29;1#2;50;
0106;145105632;1;0;72;1#2;50;
0106;145105633;1;0;241;1#2;50;
0106;226040047;1;0;26;1#2;50;
0106;145105635;1;0;139;1#2;50;
0106;145105636;1;0;106;1#2;50;
0106;145105637;1;0;209;1#2;50;
0106;145105638;1;0;31;1#2;50;
0106;145105639;1;0;33;1#2;30;
0106;145105640;1;0;38;1#2;50;
0106;145105641;1;0;170;1#2;50;
0106;145105642;1;0;98;1#2;50;
0106;145105643;1;0;34;1#2;50;
0106;145105644;1;0;73;1#2;50;
0106;272376006;1;0;6;1#2;50;
0106;272376007;1;0;75;1#2;50;
0106;272376008;1;0;215;1#2;50;
0106;272376009;1;0;5;1#2;50;
0106;145105647;1;0;27;1#2;30;
0106;145105648;1;0;96;1#2;30;
0106;145105649;1;0;65;1#2;50;
0106;145105650;1;0;46;1#2;50;
0106;145105651;1;0;41;1#2;50;
0106;145105652;1;0;78;1#2;50;
0106;145105653;1;0;94;1#2;50;
0106;145105654;1;0;55;1#2;50;
0106;145105655;1;0;52;1#2;50;
0106;145105656;1;0;146;1#2;50;
0106;145105657;1;0;29;1#2;50;
0106;145105658;1;0;44;1#2;50;
0106;145105659;1;0;18;1#2;50;
0106;145105660;1;0;71;1#2;50;
0106;145105661;1;0;43;1#2;50;
0106;145105662;1;0;47;1#2;50;
0106;145105663;1;0;30;1#2;50;
0106;145105664;1;0;139;1#2;50;
0106;272376010;1;0;8;1#2;50;
0106;272376011;1;0;333;1#2;50;
0106;145105666;1;0;16;1#2;50;
0106;145105667;1;0;39;1#2;50;
0106;145105668;1;0;385;1#2;50;
0106;145105669;1;0;64;1#2;50;
0106;226040048;1;0;169;1#2;50;
0106;226040049;1;0;7;1#2;50;
0106;145105671;1;0;318;1#2;50;
0106;145105672;1;0;206;1#2;50;
0106;145105673;1;0;193;1#2;50;
0106;145105674;1;0;164;1#2;50;
0106;145105675;1;0;186;1#2;50;
0106;272376012;1;0;109;1#2;50;
0106;272376013;1;0;41;1#2;50;
0106;145105677;1;0;60;1#2;50;
0106;145105678;1;0;42;1#2;50;
0106;145105679;1;0;55;1#2;50;
0106;145105680;1;0;54;1#2;50;
0106;145105681;1;0;54;1#2;50;
0106;145105682;1;0;45;1#2;50;
0106;145105683;1;0;54;1#2;50;
0106;272376014;1;0;46;1#2;50;
0106;272376015;1;0;28;1#2;50;
0106;145105685;1;0;64;1#2;50;
0106;186320799;1;0;12;1#2;50;
0106;186320800;1;0;49;1#2;50;
0106;145105687;1;0;88;1#2;50;
0106;145105688;1;0;19;1#2;50;
0106;145105689;1;0;16;1#2;50;
0106;145105690;1;0;85;1#2;50;
0106;145105691;1;0;53;1#2;50;
0106;145105692;1;0;81;1#2;50;
0106;145105693;1;0;82;1#2;50;
0106;145105694;1;0;50;1#2;50;
0106;145105696;1;0;54;1#2;50;
0106;145105697;1;0;39;1#2;50;
0106;145105698;1;0;41;1#2;50;
0106;145105699;1;0;37;1#2;50;
0106;145105700;1;0;43;1#2;50;
0106;145105701;1;0;72;1#2;50;
0106;145105702;1;0;4;1#2;50;
0106;145105703;1;0;38;1#2;50;
0106;145105704;1;0;60;1#2;50;
0106;145105705;1;0;59;1#2;30;
0106;145105706;1;0;53;1#2;50;
0106;145105707;1;0;41;1#2;50;
0106;145105708;1;0;85;1#2;50;
0106;145105709;1;0;70;1#2;50;
0106;145105710;1;0;21;1#2;50;
0106;145105711;1;0;48;1#2;50;
0106;145105712;1;0;341;1#2;50;
0106;145105713;1;0;13;1#2;50;
0106;145105714;1;0;86;1#2;50;
0106;145105715;1;0;67;1#2;50;
0106;145105716;1;0;80;1#2;50;
0106;145105717;1;0;33;1#2;50;
0106;145105718;1;0;20;1#2;50;
0106;145105719;1;0;48;1#2;50;
0106;145105720;1;0;105;1#2;50;
0106;145105721;1;0;56;1#2;50;
0106;145105722;1;0;8;1#2;50;
0106;145105723;1;0;174;1#2;50;
0106;145105724;1;0;362;1#2;50;
0106;145105725;1;0;83;1#2;50;
0106;145105726;1;0;110;1#2;50;
0106;145105727;1;0;77;1#2;50;
0106;145105728;1;0;94;1#2;50;
0106;145105729;1;0;117;1#2;50;
0106;145105730;1;0;76;1#2;50;
0106;145105731;1;0;79;1#2;50;
0106;145105732;1;0;72;1#2;50;
0106;145105733;1;0;75;1#2;50;
0106;145105734;1;0;75;1#2;50;
0106;145105735;1;0;55;1#2;50;
0106;145105736;1;0;52;1#2;50;
0106;145105737;1;0;305;1#2;50;
0106;145105738;1;0;190;1#2;50;
0106;145105739;1;0;162;1#2;50;
0106;145105740;1;0;26;1#2;50;
0106;145105741;1;0;124;1#2;50;
0106;145105742;1;0;3;1#2;50;
0106;145105743;1;0;92;1#2;50;
0106;145105744;1;0;52;1#2;50;
0106;145105745;1;0;78;1#2;50;
0106;145105746;1;0;42;1#2;50;
0106;145105747;1;0;50;1#2;50;
0106;186320801;1;0;260;1#2;50;
0106;145105750;1;0;25;1#2;50;
0106;145105751;1;0;77;1#2;50;
0106;145105752;1;0;71;1#2;50;
0106;145105753;1;0;34;1#2;50;
0106;145105754;1;0;194;1#2;50;
0106;145105755;1;0;134;1#2;50;
0106;145105756;1;0;9;1#2;50;
0106;145105757;1;0;354;1#2;50;
0106;145105758;1;0;111;1#2;50;
0106;145105759;1;0;136;1#2;50;
0106;145105760;1;0;178;1#2;50;
0106;145105762;1;0;29;1#2;50;
0106;145105763;1;0;54;1#2;50;
0106;145105764;1;0;65;1#2;50;
0106;145105765;1;0;78;1#2;50;
0106;145105766;1;0;219;1#2;50;
0106;145105767;1;0;510;1#2;50;
0106;145105768;1;0;103;1#2;50;
0106;145105769;1;0;14;1#2;50;
0106;145105770;1;0;27;1#2;50;
0106;145105771;1;0;26;1#2;50;
0106;145105772;1;0;33;1#2;50;
0106;272376018;1;0;13;1#2;50;
0106;272376019;1;0;44;1#2;50;
0106;145105774;1;0;362;1#2;50;
0106;145105775;1;0;13;1#2;50;
0106;145105776;1;0;10;1#2;50;
0106;145105777;1;0;67;1#2;50;
0106;145105778;1;0;63;1#2;50;
0106;145105781;1;0;125;1#2;50;
0106;145105782;1;0;27;1#2;50;
0106;145105784;1;0;99;1#2;50;
0106;145105785;1;0;52;1#2;50;
0106;145105786;1;0;28;1#2;50;
0106;145105788;1;0;58;1#2;50;
0106;145105789;1;0;46;1#2;50;
0106;145105790;1;0;28;1#2;50;
0106;145105791;1;0;36;1#2;50;
0106;272376020;1;0;4;1#2;50;
0106;272376021;1;0;78;1#2;50;
0106;145105794;1;0;78;1#2;50;
0106;145105795;1;0;3;1#2;50;
0106;145105796;1;0;70;1#2;50;
0106;145105797;1;0;22;1#2;50;
0106;145105798;1;0;64;1#2;50;
0106;145105799;1;0;85;1#2;50;
0106;145105800;1;0;84;1#2;50;
0106;145105801;1;0;180;1#2;50;
0106;145105802;1;0;53;1#2;30;
