*0534*2011 VEGNETT*20110511*HOYD*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;Høyde;
0534;240151345;1;0;29;1#2;3.7;
0534;240151346;1;0;253;1#2;3.7;
0534;145429142;1;0;211;1#2;4.1;
0534;145429557;1;0;17;1#2;3.6;
0534;145501354;1;0;210;1#2;4.4;
0534;145509871;2;354;361;1#2;4.4;
0534;145509872;1;0;240;1#2;4.4;
0534;145510784;1;0;2021;1#2;4.4;
0534;145510785;1;0;90;1#1H1#2;4.5;
