*0536*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0536;145429798;3;0;0;1#2;;
0536;145429810;3;0;0;1#2;;
0536;145429880;3;0;0;1#2;;
0536;145469577;3;46;46;1#2;;
0536;145469922;3;12;12;1#2;;
0536;145469924;3;0;0;1#2;;
0536;145469933;3;0;0;1#2;;
0536;145469950;3;27;27;1#2;;
0536;145470058;3;11;11;1#2;;
0536;145470114;3;26;26;1#2;;
0536;145491840;3;506;506;1#2;;
0536;145491866;3;28;28;1#2;;
0536;145491894;3;23;23;1#2;;
0536;145491897;3;17;17;1#2;;
0536;145491901;3;0;0;1#2;;
0536;145491904;3;12;12;1#2;;
0536;145491908;3;0;0;1#2;;
0536;145491934;3;962;962;1#2;;
0536;145491944;3;0;0;1#2;;
0536;145491963;3;0;0;1#2;;
0536;145491984;3;0;0;1#2;;
0536;145492022;3;0;0;1#2;;
0536;145492042;3;42;42;1#2;;
0536;145492050;3;0;0;1#2;;
0536;145492064;3;51;51;1#2;;
0536;145492069;3;0;0;1#2;;
0536;145492088;3;78;78;1#2;;
0536;145492119;3;0;0;1#2;;
0536;145492122;3;0;0;1#2;;
0536;145492122;3;1479;1479;1#2;;
0536;145492125;3;0;0;1#2;;
0536;145492127;3;0;0;1#2;;
0536;145492129;3;0;0;1#2;;
0536;151709464;3;0;0;1#2;;
0536;145492149;3;203;203;1#2;;
0536;145492161;3;0;0;1#2;;
0536;145492174;3;9;9;1#2;;
0536;145492180;3;33;33;1#2;;
0536;145492194;3;30;30;1#2;;
0536;145492230;3;9;9;1#2;;
0536;145492257;3;39;39;1#2;;
0536;145492264;3;0;0;1#2;;
0536;145492269;3;15;15;1#2;;
0536;145492275;3;0;0;1#2;;
0536;145492293;3;52;52;1#2;;
0536;145492297;3;0;0;1#2;;
0536;145492312;3;19;19;1#2;;
0536;145492333;3;39;39;1#2;;
0536;145492341;3;23;23;1#2;;
0536;145492343;3;1672;1672;1#2;;
0536;145492346;3;21;21;1#2;;
0536;145492354;3;161;161;1#2;;
0536;145492360;3;0;0;1#2;;
0536;145492362;3;0;0;1#2;;
0536;145492365;3;12;12;1#2;;
0536;145492378;3;0;0;1#2;;
0536;145492379;3;24;24;1#2;;
0536;145492391;3;0;0;1#2;;
0536;145492398;3;0;0;1#2;;
0536;145492404;3;0;0;1#2;;
0536;145492435;3;256;256;1#2;;
0536;145492437;3;844;844;1#2;;
