*0403*2011 VEGNETT*20110511*SVING*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;TransID
0403;145403920;3;145390613
0403;145403923;4;145390632
0403;145403929;3;145390637
0403;145403931;4;145390647
0403;145390624;4;145403921
0403;145390631;4;145403921
0403;145390643;4;145403929
0403;145390650;4;145408214
0403;145331065;4;145407453
0403;145403927;4;145390772
0403;145411458;4;145412250
0403;145412250;3;145411460
