*0403*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0403;145314746;3;0;0;1#2;;
0403;218703253;3;5;5;1#2;;
0403;145314758;3;0;0;1#2;;
0403;145314758;3;54;54;1#2;;
0403;145314830;3;174;174;1#2;;
0403;145314947;3;0;0;1#2;;
0403;145314949;3;0;0;1#2;;
0403;145315008;3;0;0;1#2;;
0403;145315224;3;0;0;1#2;;
0403;218703289;3;7;7;1#2;;
0403;218703296;3;0;0;1#2;;
0403;145315514;3;39;39;1#2;;
0403;218703298;3;0;0;1#2;;
0403;145315588;3;0;0;1#2;;
0403;145315624;3;17;17;1#2;;
0403;145315625;3;75;75;1#2;;
0403;145315657;3;13;13;1#2;;
0403;271647993;3;0;0;1#2;;
0403;145315719;3;0;0;1#2;;
0403;145315719;3;0;0;1#2;;
0403;145315741;3;0;0;1#2;;
0403;145315795;3;66;66;1#2;;
0403;271647995;3;0;0;1#2;;
0403;145316082;3;0;0;1#2;;
0403;271647997;3;0;0;1#2;;
0403;145316158;3;0;0;1#2;;
0403;145316238;3;0;0;1#2;;
0403;145316281;3;0;0;1#2;;
0403;145316309;3;97;97;1#2;;
0403;145316375;3;0;0;1#2;;
0403;145316377;3;134;134;1#2;;
0403;218703407;3;0;0;1#2;;
0403;145316496;3;0;0;1#2;;
0403;145329906;3;25;25;1#2;;
0403;145329975;3;0;0;1#2;;
0403;218662995;3;38;38;1#2;;
0403;145376026;3;98;98;1#2;;
0403;145376037;3;58;58;1#2;;
0403;145376065;3;0;0;1#2;;
0403;145376088;3;0;0;1#2;;
0403;145376088;3;5057;5057;1#2;;
0403;145376099;3;0;0;1#2;;
0403;218663140;3;0;0;1#2;;
