*0514*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0514;145422819;3;39;39;1#2;;
0514;145422886;3;79;79;1#2;;
0514;240636203;3;17;17;1#2;;
0514;145422896;3;180;180;1#2;;
0514;145422944;3;18;18;1#2;;
0514;145422963;3;0;0;1#2;;
0514;145422973;3;67;67;1#2;;
0514;145441912;3;0;0;1#2;;
0514;145442047;3;0;0;1#2;;
0514;145442099;3;4639;4639;1#2;;
0514;145442116;3;15;15;1#2;;
0514;145442694;3;0;0;1#2;;
0514;254956702;3;0;0;1#2;;
0514;145487478;3;57;57;1#2;;
