*0522*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0522;145425713;3;82;82;1#2;;
0522;145456402;3;0;0;1#2;;
0522;145456445;3;0;0;1#2;;
0522;145489370;3;47;47;1#2;;
0522;145489375;3;0;0;1#2;;
0522;145489387;3;399;399;1#2;;
0522;145489431;3;48;48;1#2;;
0522;145489487;3;32;32;1#2;;
0522;145489492;3;0;0;1#2;;
0522;145489535;3;0;0;1#2;;
0522;145489541;3;0;0;1#2;;
0522;145489672;3;0;0;1#2;;
0522;145489692;3;0;0;1#2;;
0522;145489877;3;5;5;1#2;;
0522;145489917;3;0;0;1#2;;
0522;145489931;3;42;42;1#2;;
0522;145489942;3;0;0;1#2;;
0522;145489965;3;0;0;1#2;;
