*0427*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0427;145323200;3;148;148;1#2;;
0427;145323554;3;0;0;1#2;;
0427;145323558;3;69;69;1#2;;
0427;159503999;3;0;0;1#2;;
0427;145323771;3;48;48;1#2;;
0427;145323971;3;267;267;1#2;;
0427;145324024;3;135;135;1#2;;
0427;145324256;3;0;0;1#2;;
0427;145324378;3;0;0;1#2;;
0427;145324403;3;0;0;1#2;;
0427;145356509;3;604;604;1#2;;
0427;145356608;3;0;0;1#2;;
0427;145356651;3;0;0;1#2;;
0427;145356653;3;0;0;1#2;;
0427;145356674;3;185;185;1#2;;
0427;145356692;3;808;808;1#2;;
0427;145356713;3;24;24;1#2;;
0427;145356810;3;0;0;1#2;;
0427;145356810;3;164;164;1#2;;
0427;145356869;3;0;0;1#2;;
0427;145356871;3;0;0;1#2;;
0427;145356874;3;53;53;1#2;;
0427;145356875;3;0;0;1#2;;
0427;145356877;3;0;0;1#2;;
0427;145356903;3;84;84;1#2;;
0427;145357094;3;0;0;1#2;;
0427;145357094;3;111;111;1#2;;
0427;145357132;3;0;0;1#2;;
0427;145357154;3;0;0;1#2;;
0427;145357154;3;100;100;1#2;;
0427;145357533;3;0;0;1#2;;
0427;159504038;3;7;7;1#2;;
0427;145358014;3;0;0;1#2;;
0427;145358014;3;89;89;1#2;;
0427;145358028;3;0;0;1#2;;
0427;145383642;3;0;0;1#2;;
0427;145383666;3;0;0;1#2;;
0427;145383670;3;0;0;1#2;;
0427;145383672;3;2498;2498;1#2;;
0427;145383690;3;0;0;1#2;;
0427;145383764;3;46;46;1#2;;
0427;145383772;3;0;0;1#2;;
0427;145383778;3;0;0;1#2;;
0427;145383789;3;91;91;1#2;;
0427;145383824;3;55;55;1#2;;
0427;145383856;3;59;59;1#2;;
0427;145383863;3;0;0;1#2;;
0427;145383868;3;0;0;1#2;;
0427;145383870;3;0;0;1#2;;
0427;145383899;3;0;0;1#2;;
0427;145383900;3;1191;1191;1#2;;
0427;145383901;3;1433;1433;1#2;;
0427;145383917;3;515;515;1#2;;
0427;145383921;3;0;0;1#2;;
0427;145383937;3;139;139;1#2;;
0427;145383947;3;284;284;1#2;;
0427;145383949;3;43;43;1#2;;
0427;145383951;3;100;100;1#2;;
0427;145383955;3;100;100;1#2;;
0427;145383963;3;0;0;1#2;;
0427;145383965;3;150;150;1#2;;
0427;145383986;3;0;0;1#2;;
0427;145383992;3;76;76;1#2;;
0427;145384001;3;57;57;1#2;;
0427;145384002;3;3627;3627;1#2;;
0427;145384013;3;71;71;1#2;;
0427;145384031;3;0;0;1#2;;
0427;145384036;3;0;0;1#2;;
0427;145384039;3;0;0;1#2;;
0427;145384047;3;44;44;1#2;;
0427;145384063;3;0;0;1#2;;
0427;167724273;3;0;0;1#2;;
0427;145384078;3;101;101;1#2;;
0427;145384083;3;682;682;1#2;;
0427;145384097;3;0;0;1#2;;
0427;145384100;3;85;85;1#2;;
0427;145384125;3;60;60;1#2;;
0427;145384133;3;79;79;1#2;;
0427;145384148;3;0;0;1#2;;
0427;145384159;3;124;124;1#2;;
0427;145384175;3;0;0;1#2;;
0427;145384186;3;69;69;1#2;;
0427;145384193;3;70;70;1#2;;
0427;145384215;3;0;0;1#2;;
0427;145384234;3;0;0;1#2;;
0427;145384235;3;41;41;1#2;;
0427;145384238;3;357;357;1#2;;
0427;145384245;3;91;91;1#2;;
0427;145384248;3;0;0;1#2;;
0427;145384253;3;72;72;1#2;;
0427;145384256;3;0;0;1#2;;
0427;145384259;3;0;0;1#2;;
0427;145384262;3;0;0;1#2;;
0427;145384265;3;355;355;1#2;;
0427;145384269;3;0;0;1#2;;
0427;145384275;3;0;0;1#2;;
0427;145384281;3;0;0;1#2;;
0427;145384281;3;1989;1989;1#2;;
0427;145384291;3;49;49;1#2;;
0427;145384331;3;0;0;1#2;;
0427;145384333;3;0;0;1#2;;
0427;145384341;3;0;0;1#2;;
0427;145384360;3;0;0;1#2;;
0427;145384362;3;0;0;1#2;;
0427;145384370;3;129;129;1#2;;
0427;145384380;3;0;0;1#2;;
0427;145384382;3;0;0;1#2;;
0427;145384386;3;0;0;1#2;;
0427;145384391;3;242;242;1#2;;
0427;145384394;3;999;999;1#2;;
0427;145384398;3;67;67;1#2;;
0427;145384404;3;0;0;1#2;;
0427;145384411;3;53;53;1#2;;
0427;145384429;3;0;0;1#2;;
0427;145384443;3;0;0;1#2;;
0427;145384478;3;26;26;1#2;;
0427;145384493;3;72;72;1#2;;
0427;145384494;3;1760;1760;1#2;;
0427;145384498;3;0;0;1#2;;
0427;145384499;3;0;0;1#2;;
0427;145384512;3;0;0;1#2;;
0427;145384521;3;124;124;1#2;;
0427;145384525;3;101;101;1#2;;
0427;240125319;3;5339;5339;1#2;;
0427;145384532;3;0;0;1#2;;
0427;145384540;3;0;0;1#2;;
0427;145384547;3;130;130;1#2;;
0427;159488315;3;166;166;1#2;;
0427;145384557;3;0;0;1#2;;
0427;145384586;3;0;0;1#2;;
0427;145384611;3;0;0;1#2;;
0427;145384636;3;50;50;1#2;;
0427;145384640;3;0;0;1#2;;
0427;145384647;3;69;69;1#2;;
0427;145384655;3;37;37;1#2;;
0427;145384689;3;0;0;1#2;;
0427;145384692;3;0;0;1#2;;
0427;145384702;3;78;78;1#2;;
0427;145384711;3;0;0;1#2;;
0427;145384736;3;61;61;1#2;;
