*0428*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0428;245699417;3;0;0;1#2;;
0428;145324577;3;76;76;1#2;;
0428;145324577;3;76;76;1#2;;
0428;145324724;3;0;0;1#2;;
0428;145324886;3;1323;1323;1#2;;
0428;241981906;3;87;87;1#2;;
0428;145358238;3;1;1;1#2;;
0428;145358248;3;37;37;1#2;;
0428;145358262;3;0;0;1#2;;
0428;145358274;3;0;0;1#2;;
0428;145358287;3;0;0;1#2;;
0428;145358289;3;598;598;1#2;;
0428;145358289;3;598;598;1#2;;
0428;145358456;3;0;0;1#2;;
0428;145358522;3;0;0;1#2;;
0428;145358657;3;39;39;1#2;;
0428;145358682;3;0;0;1#2;;
0428;145358698;3;0;0;1#2;;
0428;145359251;3;1082;1082;1#2;;
0428;145359727;3;0;0;1#2;;
0428;145360347;3;0;0;1#2;;
0428;145360347;3;345;345;1#2;;
0428;145360643;3;0;0;1#2;;
0428;145361151;3;235;235;1#2;;
0428;145361336;3;0;0;1#2;;
0428;145384751;3;1979;1979;1#2;;
0428;145384755;3;0;0;1#2;;
0428;145384767;3;0;0;1#2;;
0428;241982018;3;0;0;1#2;;
0428;145384780;3;0;0;1#2;;
0428;145384781;3;610;610;1#2;;
0428;145384782;3;0;0;1#2;;
0428;145384789;3;101;101;1#2;;
0428;145384839;3;0;0;1#2;;
0428;145384840;3;0;0;1#2;;
0428;145384855;3;137;137;1#2;;
0428;145384863;3;0;0;1#2;;
0428;145384877;3;0;0;1#2;;
0428;145384885;3;0;0;1#2;;
0428;145384889;3;0;0;1#2;;
0428;145384897;3;0;0;1#2;;
0428;145384907;3;0;0;1#2;;
0428;145384910;3;738;738;1#2;;
0428;145384918;3;0;0;1#2;;
0428;145384921;3;3006;3006;1#2;;
0428;145384924;3;0;0;1#2;;
0428;145384929;3;0;0;1#2;;
0428;145384930;3;0;0;1#2;;
0428;145384934;3;0;0;1#2;;
0428;245785105;3;0;0;1#2;;
0428;145384939;3;0;0;1#2;;
0428;241982046;3;0;0;1#2;;
0428;240437688;3;0;0;1#2;;
0428;145384957;3;0;0;1#2;;
0428;145384962;3;0;0;1#2;;
0428;145384963;3;1375;1375;1#2;;
0428;145384965;3;0;0;1#2;;
0428;145384968;3;0;0;1#2;;
0428;145384974;3;0;0;1#2;;
0428;145384981;3;0;0;1#2;;
0428;145384993;3;1;1;1#2;;
0428;145384995;3;0;0;1#2;;
0428;245785110;3;0;0;1#2;;
0428;240437694;3;0;0;1#2;;
0428;145385011;3;2795;2795;1#2;;
0428;145385028;3;1561;1561;1#2;;
0428;145385032;3;0;0;1#2;;
0428;145385043;3;1;1;1#2;;
0428;145385048;3;0;0;1#2;;
0428;145385055;3;0;0;1#2;;
0428;145385059;3;0;0;1#2;;
0428;145385075;3;0;0;1#2;;
0428;145385084;3;0;0;1#2;;
0428;145385090;3;0;0;1#2;;
0428;145385103;3;1;1;1#2;;
0428;145385118;3;0;0;1#2;;
0428;145385132;3;0;0;1#2;;
0428;245785121;3;0;0;1#2;;
0428;145385141;3;0;0;1#2;;
0428;245699681;3;0;0;1#2;;
0428;245785126;3;0;0;1#2;;
0428;241982055;3;0;0;1#2;;
0428;145385167;3;0;0;1#2;;
0428;145385173;3;0;0;1#2;;
0428;145385175;3;0;0;1#2;;
0428;240437709;3;0;0;1#2;;
0428;145385192;3;0;0;1#2;;
0428;145385195;3;0;0;1#2;;
0428;145385199;3;0;0;1#2;;
0428;145385200;3;121;121;1#2;;
0428;145385213;3;0;0;1#2;;
0428;145385218;3;0;0;1#2;;
0428;145385222;3;0;0;1#2;;
0428;145385229;3;0;0;1#2;;
0428;145385267;3;0;0;1#2;;
0428;145385269;3;1;1;1#2;;
0428;145385280;3;1;1;1#2;;
0428;145385294;3;110;110;1#2;;
0428;145385302;3;0;0;1#2;;
0428;145385309;3;0;0;1#2;;
0428;145385310;3;0;0;1#2;;
0428;245785134;3;0;0;1#2;;
0428;145385359;3;0;0;1#2;;
0428;145385361;3;1156;1156;1#2;;
0428;145385369;3;0;0;1#2;;
0428;145385374;3;204;204;1#2;;
0428;145385376;3;0;0;1#2;;
0428;145385399;3;0;0;1#2;;
0428;145385410;3;0;0;1#2;;
0428;145385417;3;0;0;1#2;;
0428;245785140;3;0;0;1#2;;
0428;145385427;3;0;0;1#2;;
0428;145385449;3;0;0;1#2;;
0428;145385488;3;0;0;1#2;;
0428;145385491;3;0;0;1#2;;
0428;145385494;3;0;0;1#2;;
0428;145385505;3;0;0;1#2;;
0428;145385514;3;0;0;1#2;;
0428;145385517;3;44;44;1#2;;
0428;145385549;3;0;0;1#2;;
0428;145385560;3;0;0;1#2;;
0428;145385579;3;784;784;1#2;;
0428;145385591;3;0;0;1#2;;
0428;145385596;3;0;0;1#2;;
0428;145385602;3;0;0;1#2;;
0428;145385606;3;0;0;1#2;;
0428;145385631;3;282;282;1#2;;
0428;145385655;3;0;0;1#2;;
0428;145385674;3;701;701;1#2;;
0428;245700092;3;39;39;1#2;;
