*0136*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0136;145114030;3;43;43;1#2;;
0136;145114055;3;279;279;1#2;;
0136;145114072;3;0;0;1#2;;
0136;246447111;3;0;0;1#2;;
0136;145114086;3;40;40;1#2;;
0136;145114143;3;21;21;1#2;;
0136;145114180;3;0;0;1#2;;
0136;145114194;3;0;0;1#2;;
0136;145114203;3;7;7;1#2;;
0136;145114246;3;51;51;1#2;;
0136;145114251;3;0;0;1#2;;
0136;145114258;3;36;36;1#2;;
0136;145114293;3;188;188;1#2;;
0136;145114296;3;0;0;1#2;;
0136;145114320;3;0;0;1#2;;
0136;145114321;3;0;0;1#2;;
0136;145114323;3;82;82;1#2;;
0136;145114325;3;17;17;1#2;;
0136;145114330;3;36;36;1#2;;
0136;145114380;3;29;29;1#2;;
0136;145114388;3;81;81;1#2;;
0136;145114393;3;32;32;1#2;;
0136;145114399;3;0;0;1#2;;
0136;145114445;3;0;0;1#2;;
0136;145114498;3;11;11;1#2;;
0136;145114563;3;214;214;1#2;;
0136;145114571;3;15;15;1#2;;
0136;145114618;3;72;72;1#2;;
0136;145114629;3;4;4;1#2;;
0136;145114632;3;35;35;1#2;;
0136;145114779;3;6;6;1#2;;
0136;145114783;3;44;44;1#2;;
0136;145114794;3;74;74;1#2;;
0136;145114822;3;0;0;1#2;;
0136;145114836;3;0;0;1#2;;
0136;145114844;3;0;0;1#2;;
0136;145114863;3;22;22;1#2;;
0136;145114913;3;0;0;1#2;;
0136;145137667;3;0;0;1#2;;
0136;145137869;3;50;50;1#2;;
0136;145138142;3;0;0;1#2;;
0136;145138151;3;111;111;1#2;;
0136;145138186;3;0;0;1#2;;
0136;145138199;3;0;0;1#2;;
0136;145138216;3;0;0;1#2;;
0136;145138265;3;0;0;1#2;;
0136;145138297;3;0;0;1#2;;
0136;145138306;3;0;0;1#2;;
0136;145138440;3;0;0;1#2;;
0136;145138448;3;0;0;2;;
0136;145138470;3;0;0;1#2;;
0136;145143190;3;76;76;1#2;;
0136;145143201;3;0;0;1#2;;
0136;145143210;3;0;0;1#2;;
0136;230792490;3;16;16;1#3;;
