*0105*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0105;145102046;3;67;67;1#2;;
0105;145102326;3;81;81;1#2;;
0105;145102391;3;0;0;1#2;;
0105;145102434;3;48;48;1#2;;
0105;145102435;3;0;0;1#2;;
0105;145102446;3;69;69;1#2;;
0105;145102502;3;48;48;1#2;;
0105;145102559;3;0;0;1#2;;
0105;145102623;3;0;0;1#2;;
0105;145102710;3;0;0;1#2;;
0105;145102730;3;0;0;1#2;;
0105;145102812;3;0;0;1#2;;
0105;145102846;3;0;0;1#2;;
0105;145102881;3;0;0;1#2;;
0105;145102884;3;0;0;1#2;;
0105;145102911;3;0;0;1#2;;
0105;145102915;3;0;0;1#2;;
0105;145102963;3;93;93;1#2;;
0105;145103020;3;69;69;1#2;;
0105;145103377;3;145;145;1#2;;
0105;145103396;3;19;19;1#2;;
0105;145103399;3;24;24;1#2;;
0105;145103530;3;142;142;1#2;;
0105;145103723;3;5;5;1#2;;
0105;145103770;3;84;84;1#2;;
0105;145104170;3;0;0;1#2;;
0105;145104292;3;10;10;1#2;;
0105;145104368;3;0;0;1#2;;
0105;145104569;3;101;101;1#2;;
0105;145104606;3;0;0;1#2;;
0105;145104607;3;10;10;1#2;;
0105;145104690;3;0;0;1#2;;
0105;145104897;3;379;379;1#2;;
0105;145105198;3;114;114;1#2;;
0105;145105575;3;0;0;1#2;;
0105;145118696;3;13;13;1#2;;
0105;145119077;3;0;0;1#2;;
0105;145119204;3;0;0;1#2;;
0105;145119841;3;0;0;1#2;;
0105;145119857;3;0;0;1#2;;
0105;145119863;3;12;12;1#2;;
0105;145119867;3;3;3;1#2;;
0105;145119944;3;948;948;1#2;;
0105;145119989;3;0;0;1#2;;
0105;145140439;3;0;0;1#2;;
0105;145140447;3;0;0;1#2;;
0105;145141083;3;112;112;1#2;;
0105;145141091;3;0;0;1#2;;
0105;145141105;3;90;90;1#2;;
0105;145141137;3;0;0;1#2;;
0105;145141166;3;69;69;1#2;;
0105;145141208;3;0;0;1#2;;
0105;145141224;3;0;0;1#2;;
0105;145141281;3;0;0;1#2;;
0105;145141287;3;86;86;1#2;;
0105;145141291;3;0;0;1#2;;
0105;145141293;3;0;0;1#2;;
0105;145141294;3;76;76;1#2;;
0105;145141300;3;0;0;1#2;;
0105;145141303;3;0;0;1#2;;
0105;145141305;3;78;78;1#2;;
0105;145141319;3;208;208;1#2;;
0105;145141331;3;0;0;1#2;;
0105;145141355;3;628;628;1#2;;
0105;145143435;3;0;0;1#2;;
0105;145143442;3;0;0;1#2;;
