*0425*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0425;145322264;3;0;0;1#2;;
0425;145322265;3;0;0;1#2;;
0425;145322305;3;100;100;1#2;;
0425;145322319;3;0;0;1#2;;
0425;145322320;3;0;0;1#2;;
0425;145322453;3;199;199;1#2;;
0425;145352937;3;0;0;1#2;;
0425;145353249;3;97;97;1#2;;
0425;145353376;3;0;0;1#2;;
0425;158051233;3;7;7;1#2;;
0425;145354018;3;65;65;1#2;;
0425;145355022;3;91;91;1#2;;
0425;145381689;3;127;127;1#2;;
0425;145381697;3;80;80;1#2;;
0425;145381753;3;0;0;1#2;;
0425;145381762;3;0;0;1#2;;
0425;145381778;3;0;0;1#2;;
0425;145381786;3;0;0;1#2;;
0425;145381801;3;0;0;1#2;;
0425;145381804;3;433;433;1#2;;
0425;145381808;3;95;95;1#2;;
0425;145381811;3;125;125;1#2;;
0425;145381820;3;62;62;1#2;;
0425;145381825;3;0;0;1#2;;
0425;145381831;3;0;0;1#2;;
0425;145381841;3;54;54;1#2;;
0425;145381842;3;5363;5363;1#2;;
0425;145381859;3;58;58;1#2;;
0425;145381863;3;86;86;1#2;;
0425;145381879;3;0;0;1#2;;
0425;145381886;3;56;56;1#2;;
0425;145381928;3;0;0;1#2;;
0425;145381930;3;55;55;1#2;;
0425;145381940;3;0;0;1#2;;
0425;145381946;3;62;62;1#2;;
0425;145381965;3;0;0;1#2;;
0425;145381967;3;83;83;1#2;;
0425;145381968;3;2809;2809;1#2;;
0425;145381970;3;98;98;1#2;;
0425;145381977;3;235;235;1#2;;
0425;145382003;3;56;56;1#2;;
0425;145382012;3;0;0;1#2;;
0425;145382024;3;280;280;1#2;;
0425;145382040;3;0;0;1#2;;
0425;145382049;3;0;0;1#2;;
0425;145382056;3;45;45;1#2;;
0425;145382060;3;0;0;1#2;;
0425;145382068;3;0;0;1#2;;
0425;145382083;3;69;69;1#2;;
0425;145382091;3;0;0;1#2;;
0425;145382096;3;0;0;1#2;;
0425;145382099;3;313;313;1#2;;
0425;145382108;3;995;995;1#2;;
0425;145382114;3;69;69;1#2;;
0425;145382121;3;76;76;1#2;;
0425;212457974;3;0;0;1#2;;
0425;145382150;3;116;116;1#2;;
0425;145382160;3;0;0;1#2;;
0425;145382169;3;75;75;1#2;;
0425;145382174;3;0;0;1#2;;
0425;145382180;3;0;0;1#2;;
0425;212457976;3;0;0;1#2;;
0425;145382195;3;91;91;1#2;;
0425;145382197;3;107;107;1#2;;
0425;145382198;3;1611;1611;1#2;;
0425;145382202;3;0;0;1#2;;
0425;145382208;3;0;0;1#2;;
0425;145382224;3;63;63;1#2;;
0425;145382244;3;187;187;1#2;;
0425;145382296;3;0;0;1#2;;
0425;145382307;3;112;112;1#2;;
0425;145382322;3;0;0;1#2;;
0425;145382325;3;0;0;1#2;;
0425;145382333;3;105;105;1#2;;
0425;145382338;3;0;0;1#2;;
0425;212457978;3;0;0;1#2;;
0425;145382378;3;77;77;1#2;;
0425;145382427;3;0;0;1#2;;
0425;145382448;3;0;0;1#2;;
0425;145382451;3;36;36;1#2;;
0425;145382453;3;74;74;1#2;;
0425;145382499;3;57;57;1#2;;
0425;145382623;3;25;25;1#2;;
0425;145382645;3;57;57;1#2;;
0425;145382651;3;66;66;1#2;;
0425;145382668;3;0;0;1#2;;
0425;145382709;3;61;61;1#2;;
0425;145382724;3;123;123;1#2;;
0425;145382726;3;98;98;1#2;;
0425;145382730;3;0;0;1#2;;
0425;145382732;3;254;254;1#2;;
0425;145382746;3;41;41;1#2;;
0425;145382755;3;70;70;1#2;;
0425;145382802;3;0;0;1#2;;
0425;145382804;3;0;0;1#2;;
0425;145382809;3;0;0;1#2;;
0425;145382814;3;0;0;1#2;;
0425;145382820;3;0;0;1#2;;
0425;145382870;3;61;61;1#2;;
0425;145382884;3;0;0;1#2;;
