*0237*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0237;159620641;3;0;0;1#2;;
0237;145188352;3;21;21;1#2;;
0237;159553008;3;54;54;1#2;;
0237;159553009;3;56;56;1#2;;
0237;145189086;3;10;10;1#2;;
0237;159620643;3;0;0;1#2;;
0237;159620645;3;0;0;1#2;;
0237;159483377;3;23;23;1#2;;
0237;145222007;3;0;0;1#2;;
0237;145222070;3;0;0;1#2;;
0237;145222110;3;0;0;1#2;;
0237;159620647;3;0;0;1#2;;
0237;145222582;3;37;37;1#2;;
0237;145223188;3;0;0;1#2;;
0237;145223200;3;0;0;1#2;;
0237;163269768;3;0;0;1#2;;
0237;163269769;3;0;0;1#2;;
0237;159620653;3;0;0;1#2;;
0237;145231601;3;3754;3754;1#2;;
0237;145231606;3;0;0;1#2;;
0237;145231638;3;0;0;1#2;;
0237;145231648;3;95;95;1#2;;
0237;145231695;3;48;48;1#2;;
0237;145231698;3;32;32;1#2;;
0237;145231717;3;0;0;1#2;;
0237;145231760;3;0;0;1#2;;
0237;145231767;3;105;105;1#2;;
0237;145231789;3;1022;1022;1#2;;
0237;145231797;3;80;80;1#2;;
0237;145231809;3;0;0;1#2;;
0237;145231830;3;46;46;1#2;;
0237;145231837;3;0;0;1#2;;
0237;145231873;3;0;0;1#2;;
0237;145231880;3;0;0;1#2;;
0237;145231893;3;0;0;1#2;;
0237;145231922;3;532;532;1#2;;
0237;145231937;3;0;0;1#2;;
0237;145231954;3;155;155;1#2;;
0237;145231966;3;143;143;1#2;;
0237;145231987;3;0;0;1#2;;
0237;145232019;3;362;362;1#2;;
0237;145232024;3;54;54;1#2;;
0237;245842664;3;0;0;1;;
0237;245842666;3;0;0;1;;
0237;145235591;3;1;1;1;;
0237;245842668;3;0;0;1;;
0237;245842670;3;0;0;1;;
0237;245842672;3;0;0;1;;
0237;245842674;3;0;0;1;;
0237;145235598;3;5;5;1;;
0237;245842676;3;0;0;1#2;;
0237;245842676;3;53;53;1#2;;
0237;245842678;3;0;0;1#2#2F;;
0237;245842680;3;0;0;1#2;;
0237;159620655;3;0;0;1#2;;
