*0237*2011 VEGNETT*20110511*FART*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
50;

Komm; TransID;kode;Fra;   Til;felt; Fart;
0237;145167861;1;0;1029;1#2;50;
0237;145188001;1;0;12;2;50;
0237;145188002;1;0;10;1#2;50;
0237;145188003;1;0;85;1#2;50;
0237;145188004;1;0;103;1#2;50;
0237;145188005;1;0;93;1#2;50;
0237;145188006;1;0;322;1#2;50;
0237;145188007;1;0;206;1#2;50;
0237;145188008;1;0;90;1#2;50;
0237;145188009;1;0;77;1#2;50;
0237;145188010;1;0;174;1#2;50;
0237;145188011;1;0;91;1#2;50;
0237;145188012;1;0;93;1#2;50;
0237;145188013;1;0;180;1#2;50;
0237;145188014;1;0;485;1#2;50;
0237;145188015;1;0;467;1#2;50;
0237;145188016;1;0;202;1#2;50;
0237;145188017;1;0;345;1#2;50;
0237;145188018;1;0;68;1;50;
0237;145188019;1;0;53;1;50;
0237;145188020;1;0;74;1;50;
0237;145188021;1;0;13;1#2;50;
0237;145188022;1;0;11;1#2;50;
0237;145188023;1;0;47;2;50;
0237;145188024;1;0;34;1#2;50;
0237;145188025;1;0;70;1#2;50;
0237;145188026;1;0;29;1#2;50;
0237;145188027;1;0;54;1#2;50;
0237;145188028;1;0;87;1#2;50;
0237;145188029;1;0;319;1#2;50;
0237;145188030;1;0;181;1#2;50;
0237;145188031;1;0;153;1#2;50;
0237;145188033;1;0;73;2;50;
0237;145188034;1;0;43;1#2;50;
0237;145188035;1;0;23;1#2;50;
0237;145188036;1;0;104;1#2;50;
0237;145188037;1;0;276;1#2;50;
0237;145188038;1;0;61;1#2;50;
0237;145188039;1;0;108;1#2;50;
0237;145188040;1;0;758;1#2;50;
0237;145188041;1;0;550;1#2;50;
0237;145188042;1;0;32;1;50;
0237;145188043;1;0;4;1;50;
0237;145188044;1;0;34;2;50;
0237;145188045;1;0;8;1#2;50;
0237;145188046;1;0;117;1#2;50;
0237;145188047;1;0;149;1#2;50;
0237;145188048;1;0;208;1#2;50;
0237;145188049;1;0;6;1#2;50;
0237;145188050;1;0;148;1#2;50;
0237;145188051;1;0;182;1#2;50;
0237;145188052;1;0;595;1#2;50;
0237;145188053;1;0;316;1#2;50;
0237;145188054;1;0;13;1#2;50;
0237;145188055;1;0;304;1#2;50;
0237;145188056;1;0;103;1#2;50;
0237;145188057;1;0;923;1#2;50;
0237;145188058;1;0;102;1#2;50;
0237;145188059;1;0;78;2;50;
0237;145188060;1;0;588;1#2;50;
0237;245837406;1;0;110;1#2;40;
0237;145188062;1;0;21;1#2;40;
0237;145188063;1;0;58;1#2;40;
0237;145188064;1;0;11;1#2;40;
0237;245837407;1;0;25;1#2;50;
0237;245837408;1;0;81;1#2;50;
0237;145188066;1;0;107;1#2;50;
0237;145188067;1;0;21;1#2;50;
0237;145188068;1;0;93;1#2;50;
0237;145188069;1;0;68;1#2;50;
0237;145188070;1;0;230;1#2;50;
0237;145188071;1;0;19;1#2;50;
0237;145188072;1;0;68;1#2;50;
0237;145188073;1;0;31;1#2;50;
0237;145188074;1;0;68;1#2;50;
0237;145188075;1;0;161;1#2;40;
0237;145188076;1;0;159;1#2;40;
0237;145188077;1;0;66;1#2;40;
0237;145188078;1;0;228;1#2;40;
0237;145188079;1;0;36;1#2;40;
0237;145188080;1;0;97;1#2;40;
0237;145188081;1;0;319;1#2;40;
0237;145188082;1;0;259;1#2;40;
0237;145188083;1;0;580;1#2;40;
0237;145188084;1;0;713;1#2;40;
0237;145188085;1;0;44;1#2;50;
0237;145188086;1;0;381;1#2;50;
0237;145188087;1;0;7;1#2;50;
0237;145188088;1;0;121;1#2;50;
0237;145188089;1;0;86;1#2;50;
0237;145188090;1;0;242;1#2;50;
0237;145188091;1;0;29;1#2;50;
0237;145188092;1;0;50;1#2;50;
0237;145188094;1;0;38;1#2;50;
0237;145188095;1;0;70;1#2;30;
0237;145188096;1;0;130;1#2;50;
0237;145188097;1;0;93;1#2;50;
0237;145188098;1;0;136;1#2;50;
0237;145188099;1;0;20;1#2;50;
0237;145188101;1;0;5;1#2;50;
0237;145188102;1;0;79;1#2;50;
0237;145188103;1;0;27;1#2;50;
0237;145188104;1;0;11;1#2;50;
0237;145188105;1;0;40;1#2;50;
0237;159620640;1;0;116;1#2;50;
0237;159620641;1;0;3;1#2;50;
0237;145188107;1;0;15;1#2;50;
0237;145188108;1;0;29;1#2;50;
0237;145188109;1;0;122;1#2;50;
0237;145188110;1;0;18;1#2;50;
0237;145188111;1;0;92;1#2;50;
0237;145188112;1;0;20;1#2;50;
0237;145188113;1;0;8;1#2;50;
0237;145188114;1;0;196;1#2;50;
0237;145188115;1;0;198;1#2;50;
0237;145188116;1;0;44;1#2;50;
0237;145188117;1;0;5;1#2;50;
0237;145188118;1;0;26;1#2;50;
0237;145188119;1;0;33;1#2;50;
0237;145188120;1;0;76;1#2;50;
0237;145188121;1;0;21;1#2;50;
0237;145188122;1;0;164;1#2;50;
0237;145188123;1;0;9;1#2;50;
0237;145188124;1;0;115;1#2;50;
0237;145188125;1;0;55;1#2;50;
0237;145188126;1;0;239;1#2;50;
0237;145188127;1;0;21;1#2;50;
0237;145188128;1;0;275;1#2;50;
0237;145188129;1;0;513;1#2;50;
0237;145188130;1;0;37;1#2;50;
0237;145188131;1;0;310;1#2;50;
0237;145188132;1;0;83;1#2;50;
0237;145188133;1;0;153;1#2;30;
0237;145188134;1;0;385;1#2;30;
0237;145188135;1;0;124;1#2;50;
0237;145188136;1;0;88;1#2;50;
0237;145188137;1;0;173;1#2;50;
0237;145188138;1;0;69;1#2;50;
0237;145188139;1;0;77;1#2;50;
0237;145188140;1;0;38;1#2;50;
0237;145188141;1;0;239;1#2;50;
0237;145188142;1;0;79;1#2;50;
0237;145188144;1;0;67;1#2;50;
0237;145188145;1;0;24;1#2;50;
0237;145188146;1;0;14;1#2;50;
0237;145188147;1;0;71;1#2;50;
0237;145188148;1;0;47;1#2;50;
0237;145188149;1;0;41;1#2;50;
0237;145188150;1;0;122;1#2;50;
0237;145188151;1;0;301;1#2;50;
0237;145188152;1;0;189;1#2;50;
0237;145188153;1;0;99;1#2;50;
0237;145188154;1;0;86;1#2;50;
0237;145188155;1;0;267;1#2;50;
0237;145188156;1;0;498;1#2;50;
0237;145188157;1;0;33;1#2;50;
0237;145188158;1;0;45;1#2;50;
0237;145188159;1;0;70;1#2;50;
0237;145188160;1;0;103;1#2;50;
0237;145188161;1;0;150;1#2;50;
0237;145188162;1;0;22;1#2;50;
0237;145188163;1;0;266;1#2;50;
0237;145188164;1;0;39;1#2;50;
0237;145188165;1;0;97;1#2;50;
0237;145188166;1;0;182;1#2;50;
0237;145188167;1;0;31;1#2;50;
0237;145188168;1;0;94;1#2;30;
0237;145188169;1;0;33;1#2;30;
0237;145188170;1;0;45;1#2;30;
0237;145188171;1;0;67;1#2;30;
0237;145188172;1;0;316;1#2;30;
0237;145188173;1;0;9;1#2;30;
0237;145188174;1;0;39;1#2;30;
0237;145188175;1;0;19;1#2;30;
0237;145188176;1;0;7;1#2;30;
0237;145188177;1;0;238;1#2;50;
0237;145188178;1;0;106;1#2;50;
0237;145188179;1;0;38;1#2;50;
0237;145188180;1;0;193;1#2;50;
0237;145188181;1;0;501;1#2;50;
0237;145188182;1;0;637;1#2;50;
0237;145188183;1;0;81;1#2;50;
0237;145188184;1;0;257;1#2;50;
0237;145188185;1;0;202;1#2;50;
0237;145188186;1;0;50;1#2;50;
0237;145188187;1;0;86;1#2;30;
0237;145188188;1;0;20;1#2;30;
0237;145188189;1;0;26;1#2;30;
0237;145188190;1;0;45;1#2;30;
0237;145188191;1;0;2;1#2;30;
0237;145188192;1;0;40;1#2;30;
0237;145188193;1;0;35;1#2;30;
0237;145188194;1;0;10;1#2;30;
0237;145188195;1;0;65;1#2;30;
0237;145188196;1;0;65;1#2;50;
0237;145188197;1;0;155;1#2;50;
0237;145188198;1;0;209;1#2;50;
0237;145188199;1;0;108;1#2;30;
0237;145188200;1;0;18;1#2;30;
0237;145188201;1;0;56;1#2;30;
0237;145188202;1;0;154;1#2;30;
0237;145188203;1;0;29;1#2;50;
0237;145188204;1;0;101;1#2;50;
