*0528*2011 VEGNETT*20110511*SPER*20110511*VDB SVNT*AHT
..Eksport-dato 20110511


Komm; TransID;kode;Fra;   Til;felt;
0528;145426112;3;0;0;1#2;;
0528;145426304;3;0;0;1#2;;
0528;145426330;3;67;67;1#2;;
0528;145458662;3;0;0;1#2;;
0528;145458663;3;0;0;1#2;;
0528;145458675;3;102;102;1#2;;
0528;145458841;3;0;0;1#2;;
0528;145458923;3;80;80;1#2;;
0528;145458951;3;2;2;1#2;;
0528;145459110;3;0;0;1#2;;
0528;145459154;3;8;8;1#2;;
0528;145459254;3;0;0;1#2;;
0528;145459278;3;42;42;1#2;;
0528;145459548;3;0;0;1#2;;
0528;145460278;3;0;0;1#2;;
0528;145460446;3;273;273;1#2;;
0528;145461060;3;246;246;1#2;;
0528;145461460;3;179;179;1#2;;
0528;145485518;3;1;1;1#2;;
0528;145490065;3;0;0;1#2;;
0528;145490068;3;0;0;1#2;;
0528;145490083;3;0;0;1#2;;
0528;145490155;3;0;0;1#2;;
0528;145490162;3;91;91;1#2;;
0528;145490164;3;622;622;1#2;;
0528;145490166;3;2506;2506;1#2;;
0528;145490182;3;0;0;1#2;;
0528;145490189;3;114;114;1#2;;
0528;145490197;3;0;0;1#2;;
0528;145490203;3;0;0;1#2;;
0528;145490211;3;348;348;1#2;;
0528;145490214;3;0;0;1#2;;
0528;145490219;3;30;30;1#2;;
0528;145490224;3;0;0;1#2;;
0528;145490241;3;0;0;1#2;;
0528;145490243;3;0;0;1#2;;
0528;145490245;3;0;0;1#2;;
0528;145490251;3;171;171;1#2;;
0528;145490269;3;1319;1319;1#2;;
0528;145490276;3;2864;2864;1#2;;
0528;145490282;3;41;41;1#2;;
0528;145490288;3;16;16;1#2;;
0528;145490297;3;26;26;1#2;;
0528;145490301;3;0;0;1#2;;
0528;145490338;3;0;0;1#2;;
0528;145490341;3;1724;1724;1#2;;
0528;145490344;3;0;0;1#2;;
0528;145490352;3;42;42;1#2;;
