*0127*2011 VEGNETT*20110511*FART*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
50;

Komm; TransID;kode;Fra;   Til;felt; Fart;
0127;145112896;1;0;56;1#2;30;
0127;145112897;1;0;44;1#2;30;
0127;145112898;1;0;35;1#2;30;
0127;145112899;1;0;74;1#2;30;
0127;145112900;1;0;43;1#2;30;
0127;145112901;1;0;54;1#2;30;
0127;145112902;1;0;146;1#2;30;
0127;145112903;1;0;102;1#2;30;
0127;145112904;1;0;73;1#2;30;
0127;145112905;1;0;11;1#2;30;
0127;145112906;1;0;113;1#2;30;
0127;145112907;1;0;186;1#2;30;
0127;145112908;1;0;26;1#2;30;
0127;145112909;1;0;5;1#2;30;
0127;145112910;1;0;40;1#2;30;
0127;145112911;1;0;15;1#2;30;
0127;145112912;1;0;17;1#2;30;
0127;145112913;1;0;51;1#2;30;
0127;145112914;1;0;198;1#2;30;
0127;145112915;1;0;29;1#2;30;
0127;145112916;1;0;26;1#2;30;
0127;145112917;1;0;34;1#2;30;
0127;145112918;1;0;71;1#2;30;
0127;145112919;1;0;46;1#2;30;
0127;145112920;1;0;28;1#2;30;
0127;145112921;1;0;109;1#2;30;
0127;145112922;1;0;40;1#2;30;
0127;145112923;1;0;26;1#2;30;
0127;145112924;1;0;500;1#2;50;
0127;145112925;1;0;64;1#2;30;
0127;145112926;1;0;47;1#2;30;
0127;145112927;1;0;114;1#2;30;
0127;145112928;1;0;45;1#2;30;
0127;145112929;1;0;56;1#2;30;
0127;145112930;1;0;42;1#2;30;
0127;145112931;1;0;54;1#2;30;
0127;145112932;1;0;47;1#2;30;
0127;145112933;1;0;4;1#2;30;
0127;145112934;1;0;26;1#2;30;
0127;145112935;1;0;56;1#2;30;
0127;145112936;1;0;10;1#2;30;
0127;145112937;1;0;20;1#2;30;
0127;145112938;1;0;48;1#2;50;
0127;145112939;1;0;193;1#2;50;
0127;145112940;1;0;76;1#2;30;
0127;145112941;1;0;12;1#2;30;
0127;145112942;1;0;14;1#2;30;
0127;145112943;1;0;33;1#2;30;
0127;145112944;1;0;72;1#2;30;
0127;145112945;1;0;31;1#2;30;
0127;145112946;1;0;137;1#2;50;
0127;145112947;1;0;30;1#2;50;
0127;145112948;1;0;31;1#2;30;
0127;145112949;1;0;54;1#2;30;
0127;145112950;1;0;29;1#2;50;
0127;145112951;1;0;50;1#2;50;
0127;145112952;1;0;67;1#2;50;
0127;145112953;1;0;196;1#2;50;
0127;145112954;1;0;169;1#2;50;
0127;145112955;1;0;456;1#2;50;
0127;145112956;1;0;85;1#2;50;
0127;145112957;1;0;6;1#2;50;
0127;145112958;1;0;154;1#2;50;
0127;145112959;1;0;115;1#2;50;
0127;145112960;1;0;45;1#2;50;
0127;145112961;1;0;195;1#2;50;
0127;145112962;1;0;319;1#2;50;
0127;145112963;1;0;180;1#2;50;
0127;145112964;1;0;26;1#2;30;
0127;145112965;1;0;86;1#2;30;
0127;145112966;1;0;95;1#2;30;
0127;145112967;1;0;72;1#2;30;
0127;145112968;1;0;38;1#2;30;
0127;145112969;1;0;34;1#2;30;
0127;145112970;1;0;34;1#2;30;
0127;145112971;1;0;149;1#2;30;
0127;145112972;1;0;19;1#2;30;
